,OBJECTID,BYGNING_ID,FYLKES_NR,FYLKES_NAV,KOMMUNE_NR,KOMMUNE_NA,BYGNINGS_N,BYGNING_LN,BYGNINGSTY,BYGNINGS_1,BYGNINGSST,BYGNINGS_2,GODKJENT_D,IGANGSATT_,TATT_I_BRU,TATT_I_B_1,NAERINGSGR,NAERINGS_1,PAABYGG_TI,PAABYGG__1,REGISTRERT,REGISTRE_1,VANNFORSYN,VANNFORS_1,BRUKSAREAL,BRUKSARE_1,BRUKSARE_2,ANTALL_ETA,ANTALL_BOL,LKOORDINAT,LKOORDIN_1,LKOORDIN_2,LKOORDIN_3,LKOORDIN_4,LX_KOORDIN,LY_KOORDIN,LZ_KOORDIN,UKOORDINAT,UKOORDIN_1,UKOORDIN_2,UKOORDIN_3,UKOORDIN_4,UX_KOORDIN,UY_KOORDIN,UZ_KOORDIN,EIENDOM_AN,HAR_HEIS,BEBYGD_ARE,Romoppvarming,Ventilasjonsprinsipp,Varmt_tappevann_fra,Siste_rehab,Byggetype,Byggtype_profet,Energistandard_profet,Energibronn,Varme_fra_energisentral,Strøm,Energiomraadeid,SHAPE,oppgraderes,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elspesifikt_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elspesifikt_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elspesifikt_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario_navn,_utetemperatur,_termisk_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,_nettutveksling_energi_liste
10,60,592798,3,OSLO,301,OSLO,81538484,0,152,Studenthjem/studentboliger,FA,Ferdigattest,19670306,19671026,19690604,20171102,X,Bolig, , ,20171102,20171102,0,Ikke utfylt,7807.0,7807.0,0.0,10,278,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,6648772.0,596732.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,6655189.68,261829.12,0.0,1,J,1.0,Radiator,Balansert,Varmesentral 1 (OMT72),2018,Boligblokk,B,Y,,1056110,885950,A,"{'x': 596732, 'y': 6648772, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,False,False,False,5823.0,3493800.0,0.689,0.214,0.047,0.8418982555,0.4658208701,0.0,0.3128829094,0.186328348,0.1897490374,0.0,0.2516440818,0.0690747779,0,0.0318818362,0.0276299112,0.1549393927,0,0.0374548874,0.026753491,0,0.0364476298,0.0107013964,0.0,0,Referansesituasjon,[0],"[114.74366746 103.63123206  97.72523422 ... 151.96513414 135.45551589
 124.70877676]","[32.51160118 25.3086678  22.75024832 ... 55.85225388 49.7907687
 39.51773257]","[27.62991118 27.62991118 27.62991118 ... 27.62991118 27.62991118
 27.62991118]","[-69.07477795 -69.07477795 -69.07477795 ... -69.07477795 -69.07477795
 -69.07477795]","[18.03897833  6.92654293  1.02054509 ... 55.26044502 38.75082676
 28.00408764]",0,0,"[ 78.18049069  59.86512191  51.40070459 ... 138.74261007 116.17150664
  95.15173139]"
11,64,593922,3,OSLO,301,OSLO,81553394,0,152,Studenthjem/studentboliger,FA,Ferdigattest,19661216,19671031,19691126,20170829,X,Bolig, , ,20170829,20170829,0,Ikke utfylt,1991.0,1991.0,0.0,5,67,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,6648805.0,596668.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,6655228.36,261768.34,0.0,1,N,1.0,Panelovn,Avtrekksventilasjon,Varmesentral 1 (OMT72),1970,Boligblokk,B,Y,,312639,267909,A,"{'x': 596668, 'y': 6648805, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,False,False,False,1485.0,891000.0,0.1757,0.055,0.012,0.2147072405,0.1187971503,0.0,0.0797937585,0.0475188601,0.0483912301,0.0,0.064176171,0.0176159707,0,0.0081307462,0.0070463883,0.0395138121,0,0.0095520278,0.006822877,0,0.0092951494,0.0027291508,0.0,0,Referansesituasjon,[0],"[29.26279517 26.42881812 24.92262602 ... 38.75529423 34.54488691
 31.80417248]","[ 8.29135365  6.45440727  5.80193985 ... 14.24386287 12.69801723
 10.0781101 ]",[7.04638826 7.04638826 7.04638826 ... 7.04638826 7.04638826 7.04638826],"[-17.61597065 -17.61597065 -17.61597065 ... -17.61597065 -17.61597065
 -17.61597065]","[ 4.60043626  1.7664592   0.2602671  ... 14.09293532  9.882528
  7.14181356]",0,0,"[19.93817817 15.26725474 13.10859522 ... 35.38318646 29.62693348
 24.26631193]"
12,65,593923,3,OSLO,301,OSLO,81553408,0,152,Studenthjem/studentboliger,FA,Ferdigattest,19661216,19671031,19700220,20170829,X,Bolig, , ,20170829,20170829,0,Ikke utfylt,2164.0,2164.0,0.0,5,67,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,6648780.0,596611.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,6655208.61,261709.27,0.0,1,N,1.0,Panelovn,Avtrekksventilasjon,Varmesentral 1 (OMT72),1970,Boligblokk,B,Y,,312639,397638,A,"{'x': 596611, 'y': 6648780, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,False,False,False,1614.0,968400.0,0.191,0.059,0.013,0.2333633694,0.1291195546,0.0,0.0867271187,0.0516478218,0.0525959929,0.0,0.0697525033,0.0191466401,0,0.008837235,0.0076586561,0.0429472071,0,0.0103820131,0.0074157236,0,0.0101028143,0.0029662895,0.0,0,Referansesituasjon,[0],"[31.80546899 28.7252448  27.08817815 ... 42.12278087 37.54652701
 34.56766913]","[ 9.01179774  7.01523724  6.30607626 ... 15.4815265  13.80136076
 10.95380726]",[7.65865605 7.65865605 7.65865605 ... 7.65865605 7.65865605 7.65865605],"[-19.14664013 -19.14664013 -19.14664013 ... -19.14664013 -19.14664013
 -19.14664013]","[ 5.00017281  1.91994862  0.28288198 ... 15.3174847  10.74123083
  7.76237295]",0,0,"[21.6706266  16.59384191 14.24761429 ... 38.45766725 32.20124764
 26.37483627]"
13,71,593932,3,OSLO,301,OSLO,81553491,0,152,Studenthjem/studentboliger,FA,Ferdigattest,19661216,19670613,19680619,20170829,X,Bolig, , ,20170829,20170829,0,Ikke utfylt,2164.0,2164.0,0.0,5,67,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,6648755.0,596555.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,6655188.77,261651.2,0.0,1,N,1.0,Panelovn,Avtrekksventilasjon,Varmesentral 1 (OMT72),1970,Boligblokk,B,Y,,312639,306648,A,"{'x': 596555, 'y': 6648755, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,False,False,False,1614.0,968400.0,0.191,0.059,0.013,0.2333633694,0.1291195546,0.0,0.0867271187,0.0516478218,0.0525959929,0.0,0.0697525033,0.0191466401,0,0.008837235,0.0076586561,0.0429472071,0,0.0103820131,0.0074157236,0,0.0101028143,0.0029662895,0.0,0,Referansesituasjon,[0],"[31.80546899 28.7252448  27.08817815 ... 42.12278087 37.54652701
 34.56766913]","[ 9.01179774  7.01523724  6.30607626 ... 15.4815265  13.80136076
 10.95380726]",[7.65865605 7.65865605 7.65865605 ... 7.65865605 7.65865605 7.65865605],"[-19.14664013 -19.14664013 -19.14664013 ... -19.14664013 -19.14664013
 -19.14664013]","[ 5.00017281  1.91994862  0.28288198 ... 15.3174847  10.74123083
  7.76237295]",0,0,"[21.6706266  16.59384191 14.24761429 ... 38.45766725 32.20124764
 26.37483627]"
14,72,593933,3,OSLO,301,OSLO,81553505,0,152,Studenthjem/studentboliger,FA,Ferdigattest,19661216,19670803,19680802,20171019,Y,Annet som ikke er næring, , ,20171019,20171019,0,Ikke utfylt,3605.0,3580.0,25.0,5,126,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,6648675.0,596504.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,6655113.68,261593.13,0.0,1,N,1.0,Panelovn,Avtrekksventilasjon,Varmesentral 1 (OMT72),1970,Boligblokk,B,Y,,549025,506479,A,"{'x': 596504, 'y': 6648675, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,False,False,False,2689.0,1613400.0,0.3181,0.099,0.022,0.3887592175,0.2150998126,0.0,0.1444784025,0.086039925,0.0876194799,0.0,0.1162004502,0.0318963205,0,0.0147219187,0.0127585282,0.0715456015,0,0.0172953592,0.012353828,0,0.0168302428,0.0049415312,0.0,0,Referansesituasjon,[0],"[52.98461908 47.85328443 45.12610085 ... 70.17219272 62.54862748
 57.58615861]","[15.0127222  11.68665908 10.5052703  ... 25.79062062 22.99163842
 18.24790905]","[12.75852822 12.75852822 12.75852822 ... 12.75852822 12.75852822
 12.75852822]","[-31.89632055 -31.89632055 -31.89632055 ... -31.89632055 -31.89632055
 -31.89632055]","[ 8.32977032  3.19843567  0.47125209 ... 25.51734396 17.89377872
 12.93130984]",0,0,"[36.10102074 27.64362297 23.7350506  ... 64.0664928  53.64394536
 43.93774711]"
15,73,593934,3,OSLO,301,OSLO,81553513,0,612,Barnehage,FA,Ferdigattest,19661216,19670803,19690604,20171019,Q,Helse- og sosialtjenester, , ,20171019,20171019,0,Ikke utfylt,561.0,0.0,561.0,2,0,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,6648689.0,596533.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,6655125.0,261623.3,0.0,1,J,1.0,Panelovn,Balansert,Varmesentral 1 (OMT72),1970,Barnehage,F,Y,,117390,82643,A,"{'x': 596533, 'y': 6648689, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,False,False,False,244.0,146400.0,0.0693,0.036,0.011,0.0468902354,0.019504313,0.0,0.0418665194,0.0078017252,0.0195841972,0.0,0.0319979567,0.0027722495,0,0.0067088874,0.0011088998,0.0281168075,0,0.0034551628,0.0024679734,0,0.0099608389,0.0009871894,0.0,0,Referansesituasjon,[0],[4.845466   5.04394848 5.03697149 ... 5.60162281 4.97769494 5.15131232],[2.57169368 2.57169368 2.53390943 ... 2.40458614 2.47509004 2.53636274],[1.10889978 1.10889978 1.10889978 ... 1.10889978 1.10889978 1.10889978],"[-2.77224946 -2.77224946 -2.77224946 ... -2.77224946 -2.77224946
 -2.77224946]",[0.96431676 1.16279923 1.15582224 ... 1.72047357 1.09654569 1.27016307],0,0,[4.64491022 4.84339269 4.79863145 ... 5.23395949 4.68053551 4.9154256 ]
16,74,593935,3,OSLO,301,OSLO,81553521,0,152,Studenthjem/studentboliger,FA,Ferdigattest,19661216,19670613,19680724,20170929,X,Bolig, , ,19010101,19010101,0,Ikke utfylt,2164.0,2164.0,0.0,5,67,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,6648643.0,596568.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,6655075.99,261654.01,0.0,1,N,1.0,Panelovn,Avtrekksventilasjon,Varmesentral 1 (OMT72),1970,Boligblokk,B,Y,,312639,304293,A,"{'x': 596568, 'y': 6648643, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,False,False,False,1614.0,968400.0,0.191,0.059,0.013,0.2333633694,0.1291195546,0.0,0.0867271187,0.0516478218,0.0525959929,0.0,0.0697525033,0.0191466401,0,0.008837235,0.0076586561,0.0429472071,0,0.0103820131,0.0074157236,0,0.0101028143,0.0029662895,0.0,0,Referansesituasjon,[0],"[31.80546899 28.7252448  27.08817815 ... 42.12278087 37.54652701
 34.56766913]","[ 9.01179774  7.01523724  6.30607626 ... 15.4815265  13.80136076
 10.95380726]",[7.65865605 7.65865605 7.65865605 ... 7.65865605 7.65865605 7.65865605],"[-19.14664013 -19.14664013 -19.14664013 ... -19.14664013 -19.14664013
 -19.14664013]","[ 5.00017281  1.91994862  0.28288198 ... 15.3174847  10.74123083
  7.76237295]",0,0,"[21.6706266  16.59384191 14.24761429 ... 38.45766725 32.20124764
 26.37483627]"
17,75,593936,3,OSLO,301,OSLO,81553548,0,152,Studenthjem/studentboliger,FA,Ferdigattest,19661216,19671125,19700110,20171102,Y,Annet som ikke er næring, , ,20171102,20171102,0,Ikke utfylt,3156.0,3156.0,0.0,4,66,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,6648725.0,596617.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,6655153.26,261710.27,0.0,1,N,1.0,Panelovn,Avtrekksventilasjon,Varmesentral 1 (OMT72),1970,Boligblokk,B,Y,,564275,629648,A,"{'x': 596617, 'y': 6648725, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,False,False,False,2354.0,1412400.0,0.2785,0.087,0.019,0.3403395535,0.188309295,0.0,0.1264837277,0.075323718,0.0767065405,0.0,0.1017277728,0.0279236582,0,0.012888315,0.0111694633,0.0626346514,0,0.0151412354,0.0108151681,0,0.0147340489,0.0043260673,0.0,0,Referansesituasjon,[0],"[46.38542519 41.89319436 39.50567941 ... 61.43229965 54.75824364
 50.41384648]","[13.14289911 10.23109461  9.19684689 ... 22.5784185  20.12804739
 15.97514589]","[11.16946326 11.16946326 11.16946326 ... 11.16946326 11.16946326
 11.16946326]","[-27.92365815 -27.92365815 -27.92365815 ... -27.92365815 -27.92365815
 -27.92365815]","[ 7.29230378  2.80007295  0.412558   ... 22.33917824 15.66512223
 11.32072507]",0,0,"[31.60466615 24.20063081 20.77886816 ... 56.08706    46.96263289
 38.46533422]"
18,76,593937,3,OSLO,301,OSLO,81553556,0,612,Barnehage,FA,Ferdigattest,19661216,19671125,19700415,20171102,P,Undervisning, , ,20171102,20171102,0,Ikke utfylt,562.0,0.0,562.0,2,0,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,6648736.0,596646.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,6655161.6,261740.16,0.0,1,N,1.0,Panelovn,Balansert,Varmesentral 1 (OMT72),2009,Barnehage,F,Y,,117390,99556,A,"{'x': 596646, 'y': 6648736, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,False,False,False,244.0,146400.0,0.0694,0.036,0.011,0.0469738187,0.0195390801,0.0,0.0419411478,0.007815632,0.0196191066,0.0,0.0320549941,0.0027771911,0,0.0067208462,0.0011108764,0.0281669266,0,0.0034613217,0.0024723726,0,0.0099785944,0.0009889491,0.0,0,Referansesituasjon,[0],[4.8541032  5.05293947 5.04595005 ... 5.61160788 4.98656783 5.16049469],[2.5762778  2.5762778  2.5384262  ... 2.40887239 2.47950196 2.54088388],[1.11087643 1.11087643 1.11087643 ... 1.11087643 1.11087643 1.11087643],"[-2.77719108 -2.77719108 -2.77719108 ... -2.77719108 -2.77719108
 -2.77719108]",[0.96603568 1.16487196 1.15788253 ... 1.72354036 1.09850032 1.27242718],0,0,[4.65318991 4.85202619 4.80718516 ... 5.24328918 4.68887871 4.92418749]
19,77,593938,3,OSLO,301,OSLO,81553564,0,152,Studenthjem/studentboliger,FA,Ferdigattest,19661216,19671125,19691031,20171101,Y,Annet som ikke er næring, , ,20171101,20171101,0,Ikke utfylt,9945.0,9619.0,326.0,13,328,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,6648748.0,596674.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,6655171.02,261769.15,0.0,1,J,1.0,Radiator,Balansert,Varmesentral 1 (OMT72),2015,Boligblokk,B,Y,,1250556,773317,A,"{'x': 596674, 'y': 6648748, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,False,False,False,7417.0,4450200.0,0.8776,0.273,0.06,1.0724578136,0.5933890807,0.0,0.3985680202,0.2373556323,0.2417131006,0.0,0.3205585236,0.0879913753,0,0.0406128937,0.0351965501,0.1973705982,0,0.0477121628,0.0340801163,0,0.0464290609,0.0136320465,0.0,0,Referansesituasjon,[0],"[146.16700049 132.01134915 124.48795367 ... 193.58181876 172.55092936
 158.8611227 ]","[41.41512408 32.23961846 28.98055842 ... 71.14777313 63.42630904
 50.33993217]",[35.1965501 35.1965501 35.1965501 ... 35.1965501 35.1965501 35.1965501],"[-87.99137526 -87.99137526 -87.99137526 ... -87.99137526 -87.99137526
 -87.99137526]","[22.97907513  8.82342378  1.3000283  ... 70.39389339 49.36300399
 35.67319733]",0,0,"[ 99.59074931  76.25959235  65.47713682 ... 176.73821662 147.98586314
 121.20967961]"
20,78,593939,3,OSLO,301,OSLO,81553572,0,152,Studenthjem/studentboliger,FA,Ferdigattest,19661216,19671031,19700110,20171101,Y,Annet som ikke er næring, , ,20171101,20171101,0,Ikke utfylt,2130.0,2061.0,69.0,5,36,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,6648692.0,596680.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,6655114.67,261770.05,0.0,1,N,1.0,Panelovn,Avtrekksventilasjon,Varmesentral 1 (OMT72),1970,Boligblokk,B,Y,,320264,322806,A,"{'x': 596680, 'y': 6648692, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,False,False,False,1589.0,953400.0,0.188,0.059,0.013,0.229696847,0.127090874,0.0,0.085364493,0.0508363496,0.0517696234,0.0,0.0686565767,0.0188458149,0,0.0086983875,0.007538326,0.0422724358,0,0.0102188946,0.0072992104,0,0.0099440824,0.0029196842,0.0,0,Referansesituasjon,[0],"[31.30575274 28.27392395 26.66257831 ... 41.46096269 36.9566093
 34.02455418]","[ 8.87020757  6.90501632  6.20699743 ... 15.23828625 13.58451868
 10.78170493]",[7.53832597 7.53832597 7.53832597 ... 7.53832597 7.53832597 7.53832597],"[-18.84581491 -18.84581491 -18.84581491 ... -18.84581491 -18.84581491
 -18.84581491]","[ 4.92161187  1.88978307  0.27843743 ... 15.07682181 10.57246843
  7.6404133 ]",0,0,"[21.3301454  16.33312536 14.02376083 ... 37.85343403 31.69531307
 25.9604442 ]"
21,79,593941,3,OSLO,301,OSLO,81553599,0,152,Studenthjem/studentboliger,FA,Ferdigattest,19661216,19671031,19700220,20170929,X,Bolig, , ,20170929,19010101,0,Ikke utfylt,2164.0,2164.0,0.0,5,67,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,6648669.0,596624.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,6655096.83,261712.17,0.0,1,N,1.0,Panelovn,Avtrekksventilasjon,Varmesentral 1 (OMT72),1970,Boligblokk,B,Y,,312639,286105,A,"{'x': 596624, 'y': 6648669, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,False,False,False,1614.0,968400.0,0.191,0.059,0.013,0.2333633694,0.1291195546,0.0,0.0867271187,0.0516478218,0.0525959929,0.0,0.0697525033,0.0191466401,0,0.008837235,0.0076586561,0.0429472071,0,0.0103820131,0.0074157236,0,0.0101028143,0.0029662895,0.0,0,Referansesituasjon,[0],"[31.80546899 28.7252448  27.08817815 ... 42.12278087 37.54652701
 34.56766913]","[ 9.01179774  7.01523724  6.30607626 ... 15.4815265  13.80136076
 10.95380726]",[7.65865605 7.65865605 7.65865605 ... 7.65865605 7.65865605 7.65865605],"[-19.14664013 -19.14664013 -19.14664013 ... -19.14664013 -19.14664013
 -19.14664013]","[ 5.00017281  1.91994862  0.28288198 ... 15.3174847  10.74123083
  7.76237295]",0,0,"[21.6706266  16.59384191 14.24761429 ... 38.45766725 32.20124764
 26.37483627]"
22,100,4285839,3,OSLO,301,OSLO,81736359,0,152,Studenthjem/studentboliger,FA,Ferdigattest,19661216,19670926,19690604,20171102,X,Bolig, , ,20171102,20171102,0,Ikke utfylt,11503.0,11503.0,0.0,14,320,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6648720.0,596780.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6655133.51,261872.24,0.0,1,J,1.0,Radiator,Avtrekksventilasjon,Varmesentral 1 (OMT72),2007,Boligblokk,B,Y,,1509818,954060,A,"{'x': 596780, 'y': 6648720, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,False,False,False,8579.0,5147400.0,1.0151,0.316,0.069,1.2404708125,0.6863503867,0.0,0.4610083395,0.2745401547,0.2795802712,0.0,0.3707777473,0.1017762483,0,0.0469753762,0.0407104993,0.2282909996,0,0.0551868285,0.0394191632,0,0.0537027137,0.0157676653,0.0,0,Referansesituasjon,[0],"[169.06576236 152.69246348 143.99044053 ... 223.90866377 199.58304076
 183.74856656]","[47.9032853  37.29032993 33.5207002  ... 82.29389987 73.36277857
 58.22626845]","[40.71049933 40.71049933 40.71049933 ... 40.71049933 40.71049933
 40.71049933]","[-101.77624833 -101.77624833 -101.77624833 ... -101.77624833 -101.77624833
 -101.77624833]","[26.5790147  10.20571582  1.50369287 ... 81.42191611 57.0962931
 41.2618189 ]",0,0,"[115.19279933  88.20654507  75.7348924  ... 204.42631532 171.16957101
 140.19858668]"
23,111,5614767,3,OSLO,301,OSLO,300575950,0,152,Studenthjem/studentboliger,MB,Midlertidig brukstillatelse,20160816,20160916,20171106,20171128,Y,Annet som ikke er næring, , ,20161010,20160830,0,Ikke utfylt,6484.0,6303.0,181.0,9,220,L,22,EUREF89 UTM Sone 32, , ,6648597.6,596766.6,0.0,U,23,EUREF89 UTM Sone 33, , ,6655012.76,261847.79,0.0,1,N,0.0,Radiator,Balansert,Varmesentral 1 (OMT72),2018,Boligblokk,B,Y,,903603,608017,A,"{'x': 596766.5999999996, 'y': 6648597.6, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,False,False,False,4836.0,2901600.0,0.5722,0.178,0.039,0.699227397,0.3868813272,0.0,0.2598607383,0.1547525309,0.1575935389,0.0,0.2089996447,0.057369138,0,0.026479035,0.0229476552,0.1286828516,0,0.0311076585,0.0222197561,0,0.0302710941,0.0088879024,0.0,0,Referansesituasjon,[0],"[ 95.29882667  86.06954127  81.16439332 ... 126.2126207  112.50077687
 103.57521564]","[27.00207788 21.01977738 18.89491612 ... 46.3873465  41.35306062
 32.82092712]","[22.94765519 22.94765519 22.94765519 ... 22.94765519 22.94765519
 22.94765519]","[-57.36913798 -57.36913798 -57.36913798 ... -57.36913798 -57.36913798
 -57.36913798]","[14.9820335   5.7527481   0.84760015 ... 45.89582753 32.1839837
 23.25842247]",0,0,"[ 64.93176657  49.72018067  42.69017146 ... 115.23082922  96.48469951
  79.02700478]"
24,113,5615545,3,OSLO,301,OSLO,300576566,0,152,Studenthjem/studentboliger,MB,Midlertidig brukstillatelse,20160816,20161027,20180219,20180308,Y,Annet som ikke er næring, , ,20161128,20160901,0,Ikke utfylt,5106.0,4334.0,772.0,11,128,L,22,EUREF89 UTM Sone 32, , ,6648654.3,596798.7,0.0,U,23,EUREF89 UTM Sone 33, , ,6655066.35,261884.92,0.0,1,N,0.0,Radiator,Balansert,Varmesentral 1 (OMT72),2018,Boligblokk,B,Y,,491835,4744,A,"{'x': 596798.7000000002, 'y': 6648654.300000001, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,False,False,False,3808.0,2284800.0,0.4506,0.14,0.031,0.5506253993,0.3046600951,0.0,0.2046343199,0.1218640381,0.1241012661,0.0,0.1645823853,0.045176869,0,0.0208516275,0.0180707476,0.1013347687,0,0.0244965614,0.0174975439,0,0.0238377863,0.0069990176,0.0,0,Referansesituasjon,[0],"[75.04562137 67.77777263 63.91508209 ... 99.38951901 88.5917592
 81.56308622]","[21.26351167 16.55258842 14.87930933 ... 36.52896225 32.56457858
 25.84572083]",[18.0707476 18.0707476 18.0707476 ... 18.0707476 18.0707476 18.0707476],"[-45.17686899 -45.17686899 -45.17686899 ... -45.17686899 -45.17686899
 -45.17686899]","[11.79800479  4.53015604  0.66746551 ... 36.14190243 25.34414262
 18.31546964]",0,0,"[51.13226405 39.15349206 33.61752244 ... 90.74161228 75.9794688
 62.23193807]"
25,114,5734422,3,OSLO,301,OSLO,300678632,0,152,Studenthjem/studentboliger,FA,Ferdigattest,20180411,20180918,20191031,20191204,X,Bolig, , ,20180921,20180418,0,Ikke utfylt,1307.0,1307.0,0.0,4,18,L,22,EUREF89 UTM Sone 32, , ,6648602.5,596509.1,0.0,U,23,EUREF89 UTM Sone 33, , ,6655040.97,261591.65,0.0,1,J,0.0,Elektrisk gulvvarme på bad. Ventilasjonsvarme,Balansert,Varmesentral 2 (OMT38),2019,Boligblokk,B,Y,,312639,217788,A,"{'x': 596509.0999999996, 'y': 6648602.5, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,False,False,False,975.0,585000.0,0.1153,0.036,0.008,0.1409454361,0.0779848696,0.0,0.0523809354,0.0311939479,0.0317666187,0.0,0.0421287069,0.0115640752,0,0.0053374612,0.0046256301,0.0259390017,0,0.0062704673,0.0044789052,0,0.0061018384,0.0017915621,0.0,0,Referansesituasjon,[0],"[19.20968021 17.34930451 16.36055862 ... 25.44106959 22.67713069
 20.87797761]",[5.44289263 4.23702175 3.80870687 ... 9.35044137 8.33566475 6.61581612],[4.62563006 4.62563006 4.62563006 ... 4.62563006 4.62563006 4.62563006],"[-11.56407516 -11.56407516 -11.56407516 ... -11.56407516 -11.56407516
 -11.56407516]",[3.01997498 1.15959928 0.17085339 ... 9.25136437 6.48742546 4.68827239],0,0,"[13.08849767 10.0222511   8.60519033 ... 23.22743581 19.44872027
 15.92971858]"
26,115,5734455,3,OSLO,301,OSLO,300678663,0,152,Studenthjem/studentboliger,FA,Ferdigattest,20180411,20180918,20191031,20191204,Y,Annet som ikke er næring, , ,20180921,20180418,0,Ikke utfylt,2983.0,2983.0,0.0,5,40,L,22,EUREF89 UTM Sone 32, , ,6648626.0,596529.3,0.0,U,23,EUREF89 UTM Sone 33, , ,6655062.56,261613.9,0.0,1,J,0.0,Elektrisk gulvvarme på bad. Ventilasjonsvarme,Balansert,Varmesentral 2 (OMT38),2019,Boligblokk,B,Y,,312639,217788,A,"{'x': 596529.2999999998, 'y': 6648626, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,False,False,False,2225.0,1335000.0,0.2632,0.082,0.018,0.3216834246,0.1779868907,0.0,0.1195503674,0.0711947563,0.0725017777,0.0,0.0961514405,0.0263929887,0,0.0121818262,0.0105571955,0.0592012564,0,0.01431125,0.0102223215,0,0.013926384,0.0040889286,0.0,0,Referansesituasjon,[0],"[43.84275138 39.59676767 37.34012728 ... 58.06481301 51.75660355
 47.65034983]","[12.42245502  9.67026464  8.69271048 ... 21.34075487 19.02470386
 15.09944873]","[10.55719547 10.55719547 10.55719547 ... 10.55719547 10.55719547
 10.55719547]","[-26.39298868 -26.39298868 -26.39298868 ... -26.39298868 -26.39298868
 -26.39298868]","[ 6.89256723  2.64658352  0.38994313 ... 21.11462886 14.8064194
 10.70016568]",0,0,"[29.87221772 22.87404364 19.63984908 ... 53.0125792  44.38831873
 36.35680988]"
